step,mean,std
500.0,-166.47058823529412,49.764592893766874
1000.0,-193.64705882352942,12.180625889453445
1500.0,-172.2941176470588,52.48066870987158
2000.0,-178.7058823529412,60.11111035603397
2500.0,-194.35294117647058,23.283420003487965
3000.0,-179.64705882352942,49.294955594450265
3500.0,-200.0,0.0
4000.0,-200.0,0.0
4500.0,-200.0,0.0
5000.0,-200.0,0.0
5500.0,-200.0,0.0
6000.0,-200.0,0.0
6500.0,-191.76470588235293,23.2473907454275
7000.0,-200.0,0.0
7500.0,-191.05882352941177,25.24992719849726
8000.0,-176.11764705882354,57.66918842950408
8500.0,-179.05882352941177,59.11479360980137
9000.0,-189.52941176470588,43.17134125646727
9500.0,-190.0,41.23105625617661
10000.0,-200.0,0.0
10500.0,-200.0,0.0
11000.0,-200.0,0.0
11500.0,-200.0,0.0
12000.0,-200.0,0.0
12500.0,-200.0,0.0
13000.0,-200.0,0.0
13500.0,-200.0,0.0
14000.0,-200.0,0.0
14500.0,-159.23529411764707,75.7887932115995
15000.0,-148.94117647058823,81.55095844641811
15500.0,-138.8235294117647,85.39923542845513
16000.0,-148.8235294117647,81.73450563724421
16500.0,-128.23529411764707,88.42760415430573
17000.0,-107.88235294117646,89.54180752094324
17500.0,-107.88235294117646,89.54180752094324
18000.0,-107.88235294117646,89.54180752094324
18500.0,-107.88235294117646,89.54180752094324
19000.0,-107.88235294117646,89.54180752094324
19500.0,-118.0,89.6688351658479
20000.0,-117.76470588235294,89.91908127016528
20500.0,-117.6470588235294,90.04786308990805
21000.0,-117.17647058823529,90.55401378053159
21500.0,-105.94117647058823,91.46547886240695
22000.0,-115.94117647058823,91.93575922093324
22500.0,-115.82352941176471,92.06195963461079
23000.0,-115.82352941176471,92.06195963461079
23500.0,-105.82352941176471,91.5786788055206
24000.0,-105.70588235294117,91.68339865120237
24500.0,-104.58823529411765,92.77665305959887
25000.0,-114.70588235294117,93.2796633154049
25500.0,-114.70588235294117,93.2796633154049
26000.0,-114.70588235294117,93.2796633154049
26500.0,-114.70588235294117,93.2796633154049
27000.0,-114.70588235294117,93.2796633154049
27500.0,-114.70588235294117,93.2796633154049
28000.0,-114.70588235294117,93.2796633154049
28500.0,-84.23529411764706,88.22806342922068
29000.0,-37.23529411764706,42.9789620217914
29500.0,-36.88235294117647,43.06373525505709
30000.0,-36.76470588235294,43.057417206221146
30500.0,-36.529411764705884,43.04665731369107
31000.0,-36.411764705882355,43.04221593901941
31500.0,-36.294117647058826,43.037432407559976
32000.0,-36.294117647058826,43.037432407559976
32500.0,-25.941176470588236,8.287570423798025
33000.0,-25.823529411764707,8.118153223776075
33500.0,-25.823529411764707,8.118153223776075
34000.0,-25.823529411764707,8.118153223776075
34500.0,-25.705882352941178,8.114529452487933
35000.0,-25.705882352941178,8.114529452487933
35500.0,-23.176470588235293,6.085179682203795
36000.0,-21.41176470588235,3.709090581419719
36500.0,-21.235294117647058,3.5973846709225072
37000.0,-21.235294117647058,3.5973846709225072
37500.0,-21.235294117647058,3.5973846709225072
38000.0,-21.235294117647058,3.5973846709225072
38500.0,-21.235294117647058,3.5973846709225072
39000.0,-21.235294117647058,3.5973846709225072
39500.0,-21.235294117647058,3.5973846709225072
40000.0,-21.235294117647058,3.5973846709225072
40500.0,-21.058823529411764,3.4725816807401038
41000.0,-21.058823529411764,3.4725816807401038
41500.0,-20.88235294117647,3.3332107820609034
42000.0,-20.88235294117647,3.3332107820609034
42500.0,-20.88235294117647,3.3332107820609034
43000.0,-20.88235294117647,3.3332107820609034
43500.0,-20.88235294117647,3.3332107820609034
44000.0,-20.88235294117647,3.3332107820609034
44500.0,-20.88235294117647,3.3332107820609034
45000.0,-20.88235294117647,3.3332107820609034
45500.0,-20.88235294117647,3.3332107820609034
46000.0,-20.88235294117647,3.3332107820609034
46500.0,-20.88235294117647,3.3332107820609034
47000.0,-20.88235294117647,3.3332107820609034
47500.0,-20.88235294117647,3.3332107820609034
48000.0,-20.88235294117647,3.3332107820609034
48500.0,-20.88235294117647,3.3332107820609034
49000.0,-20.88235294117647,3.3332107820609034
49500.0,-20.88235294117647,3.3332107820609034
50000.0,-20.88235294117647,3.3332107820609034
50500.0,-20.88235294117647,3.3332107820609034
51000.0,-20.88235294117647,3.3332107820609034
51500.0,-20.88235294117647,3.3332107820609034
52000.0,-20.88235294117647,3.3332107820609034
52500.0,-20.88235294117647,3.3332107820609034
53000.0,-20.88235294117647,3.3332107820609034
53500.0,-20.529411764705884,2.8088620262221746
54000.0,-20.529411764705884,2.8088620262221746
54500.0,-20.529411764705884,2.8088620262221746
55000.0,-20.41176470588235,2.6939474644425547
55500.0,-20.235294117647058,2.462960915359445
56000.0,-20.235294117647058,2.462960915359445
56500.0,-20.235294117647058,2.462960915359445
57000.0,-20.235294117647058,2.462960915359445
57500.0,-20.235294117647058,2.462960915359445
58000.0,-20.235294117647058,2.462960915359445
58500.0,-20.235294117647058,2.462960915359445
59000.0,-20.235294117647058,2.462960915359445
59500.0,-20.235294117647058,2.462960915359445
60000.0,-20.235294117647058,2.462960915359445
60500.0,-20.235294117647058,2.462960915359445
61000.0,-20.235294117647058,2.462960915359445
61500.0,-20.235294117647058,2.462960915359445
62000.0,-20.235294117647058,2.462960915359445
62500.0,-20.235294117647058,2.462960915359445
63000.0,-20.235294117647058,2.462960915359445
63500.0,-20.235294117647058,2.462960915359445
64000.0,-20.235294117647058,2.462960915359445
64500.0,-20.235294117647058,2.462960915359445
65000.0,-20.235294117647058,2.462960915359445
65500.0,-20.235294117647058,2.462960915359445
66000.0,-20.235294117647058,2.462960915359445
66500.0,-20.235294117647058,2.462960915359445
67000.0,-20.235294117647058,2.462960915359445
67500.0,-20.235294117647058,2.462960915359445
68000.0,-20.235294117647058,2.462960915359445
68500.0,-20.235294117647058,2.462960915359445
69000.0,-20.235294117647058,2.462960915359445
69500.0,-20.235294117647058,2.462960915359445
70000.0,-20.235294117647058,2.462960915359445
70500.0,-20.235294117647058,2.462960915359445
71000.0,-20.235294117647058,2.462960915359445
71500.0,-20.235294117647058,2.462960915359445
72000.0,-20.235294117647058,2.462960915359445
72500.0,-20.235294117647058,2.462960915359445
73000.0,-20.235294117647058,2.462960915359445
