step,mean,std
49450,-82.33333333333333,84.63444042319375
49600,-82.06666666666666,84.83368448316094
50000,-82.06666666666666,84.83368448316094
50950,-82.06666666666666,84.83368448316094
51300,-82.06666666666666,84.83368448316094
51750,-82.06666666666666,84.83368448316094
52000,-82.06666666666666,84.83368448316094
52300,-82.06666666666666,84.83368448316094
52800,-83.3,84.12107448442273
53100,-88.16666666666667,86.55557645866588
53200,-88.16666666666667,86.55557645866588
53400,-75.96666666666667,82.61146423462365
53700,-75.96666666666667,82.61146423462365
53900,-69.96666666666667,79.7869937258955
54050,-76.06666666666666,82.54567526979912
54550,-76.23333333333333,82.42726504615146
55050,-76.23333333333333,82.42726504615146
55150,-70.13333333333334,79.67768403595412
55650,-59.166666666666664,71.88404615736393
58100,-59.166666666666664,71.88404615736393
58600,-64.03333333333333,76.32710158771656
59250,-64.03333333333333,76.32710158771656
59900,-70.13333333333334,79.67768403595412
60100,-64.03333333333333,76.32710158771656
60250,-70.13333333333334,79.67768403595412
60500,-76.23333333333333,82.42726504615146
60800,-70.13333333333334,79.67768403595412
61600,-76.23333333333333,82.42726504615146
61750,-76.23333333333333,82.42726504615146
61950,-76.23333333333333,82.42726504615146
62000,-76.23333333333333,82.42726504615146
62300,-76.23333333333333,82.42726504615146
62700,-82.33333333333333,84.63444042319375
63150,-82.33333333333333,84.63444042319375
64050,-76.23333333333333,82.42726504615146
64350,-82.33333333333333,84.63444042319375
64850,-76.23333333333333,82.42726504615146
64900,-76.23333333333333,82.42726504615146
65000,-76.23333333333333,82.42726504615146
66350,-76.23333333333333,82.42726504615146
66600,-65.2,75.84939706077272
67400,-71.3,79.1272000838109
67450,-71.3,79.1272000838109
67650,-77.4,81.80531978317539
68700,-77.4,81.80531978317539
68750,-82.33333333333333,84.63444042319375
69250,-82.33333333333333,84.63444042319375
69650,-82.33333333333333,84.63444042319375
69700,-70.13333333333334,79.67768403595412
70350,-64.03333333333333,76.32710158771657
70400,-70.13333333333334,79.67768403595412
70850,-76.23333333333333,82.42726504615146
71150,-76.23333333333333,82.42726504615146
71750,-76.23333333333333,82.42726504615146
72250,-82.33333333333333,84.63444042319375
72600,-82.33333333333333,84.63444042319375
72650,-82.33333333333333,84.63444042319375
73050,-82.33333333333333,84.63444042319375
73350,-82.33333333333333,84.63444042319375
73400,-76.23333333333333,82.42726504615146
73450,-76.23333333333333,82.42726504615146
74050,-76.23333333333333,82.42726504615146
74500,-76.23333333333333,82.42726504615146
74950,-70.13333333333334,79.67768403595412
75500,-70.13333333333334,79.67768403595412
75600,-70.13333333333334,79.67768403595412
75700,-65.26666666666667,75.838273174967
75750,-60.36666666666667,71.4550658580734
76300,-60.36666666666667,71.4550658580734
76400,-54.333333333333336,66.7446670132726
76500,-53.1,67.09198523488945
76650,-51.96666666666667,67.38028123160791
76750,-51.96666666666667,67.38028123160791
76850,-58.0,72.25386280092692
77250,-58.0,72.25386280092692
77800,-57.93333333333333,72.2920004795367
77900,-57.93333333333333,72.2920004795367
78200,-64.03333333333333,76.32710158771656
78300,-64.03333333333333,76.32710158771656
78800,-76.23333333333333,82.42726504615146
79850,-70.13333333333334,79.67768403595412
80450,-70.13333333333334,79.67768403595412
80750,-64.03333333333333,76.32710158771656
81250,-70.13333333333334,79.67768403595412
81500,-64.03333333333333,76.32710158771656
81750,-57.93333333333333,72.2920004795367
81900,-64.03333333333333,76.32710158771656
83000,-64.03333333333333,76.32710158771656
83200,-64.03333333333333,76.32710158771656
83500,-64.03333333333333,76.32710158771656
83600,-64.03333333333333,76.32710158771656
84150,-64.03333333333333,76.32710158771656
84800,-64.03333333333333,76.32710158771656
85200,-64.03333333333333,76.32710158771656
85650,-64.03333333333333,76.32710158771656
87050,-64.03333333333333,76.32710158771656
87550,-64.03333333333333,76.32710158771656
87650,-64.03333333333333,76.32710158771656
87800,-64.03333333333333,76.32710158771656
87900,-64.03333333333333,76.32710158771656
88200,-64.03333333333333,76.32710158771656
88450,-57.93333333333333,72.2920004795367
89700,-57.93333333333333,72.2920004795367
89800,-53.03333333333333,67.12802145429147
90000,-51.9,67.41500395772952
90350,-51.9,67.41500395772952
90700,-64.1,76.28546659615516
91250,-64.1,76.28546659615516
91300,-58.0,72.25386280092692
92100,-58.0,72.25386280092692
92450,-58.0,72.25386280092692
92900,-51.9,67.41500395772952
93100,-58.0,72.25386280092692
93250,-58.0,72.25386280092692
93400,-58.0,72.25386280092692
93900,-58.0,72.25386280092692
93950,-58.0,72.25386280092692
94000,-58.0,72.25386280092692
94550,-58.0,72.25386280092692
94600,-51.9,67.41500395772952
94700,-51.9,67.41500395772952
94750,-51.9,67.41500395772952
94800,-51.9,67.41500395772952
96000,-45.8,61.57888128806544
96050,-39.63333333333333,54.45306953339909
96250,-39.7,54.42562150184476
96700,-39.7,54.42562150184476
97000,-39.7,54.42562150184476
97350,-39.7,54.42562150184476
97650,-45.733333333333334,61.6099708305979
98100,-39.63333333333333,54.45306953339909
98400,-45.733333333333334,61.6099708305979
98500,-45.733333333333334,61.6099708305979
98600,-45.733333333333334,61.6099708305979
99200,-45.733333333333334,61.6099708305979
99300,-51.833333333333336,67.44964064387969
100050,-51.833333333333336,67.44964064387969
100650,-51.833333333333336,67.44964064387969
100850,-45.733333333333334,61.6099708305979
100900,-45.733333333333334,61.6099708305979
101050,-45.733333333333334,61.60997083059792
101200,-45.733333333333334,61.60997083059792
101350,-45.733333333333334,61.60997083059792
101900,-39.63333333333333,54.45306953339908
102100,-39.63333333333333,54.45306953339908
102300,-39.63333333333333,54.45306953339908
102400,-39.63333333333333,54.45306953339908
102800,-39.63333333333333,54.45306953339908
102900,-39.63333333333333,54.45306953339908
103100,-39.63333333333333,54.45306953339908
103500,-39.63333333333333,54.45306953339908
103650,-45.733333333333334,61.60997083059792
104150,-51.833333333333336,67.44964064387969
104600,-45.8,61.57888128806544
105050,-45.8,61.57888128806544
105150,-51.833333333333336,67.44964064387969
105600,-51.833333333333336,67.44964064387969
106000,-39.63333333333333,54.45306953339908
106250,-33.53333333333333,45.35966105004217
106350,-27.433333333333334,32.75476625841921
106550,-27.433333333333334,32.75476625841921
106850,-21.333333333333332,3.3562431103976897
107150,-21.333333333333332,3.3562431103976897
107650,-21.333333333333332,3.3562431103976897
107750,-21.333333333333332,3.3562431103976897
108600,-21.333333333333332,3.3562431103976897
108700,-21.333333333333332,3.3562431103976897
108800,-21.333333333333332,3.3562431103976897
109200,-27.433333333333334,32.75476625841921
109450,-33.53333333333333,45.35966105004217
109600,-33.53333333333333,45.35966105004217
109800,-33.53333333333333,45.35966105004217
109850,-21.333333333333332,3.3562431103976897
110350,-21.333333333333332,3.3562431103976897
111800,-21.333333333333332,3.3562431103976897
112000,-21.333333333333332,3.3562431103976897
112500,-27.433333333333334,32.75476625841921
112750,-27.433333333333334,32.75476625841921
112800,-27.433333333333334,32.75476625841921
113050,-27.433333333333334,32.75476625841921
113400,-27.433333333333334,32.75476625841921
113700,-27.433333333333334,32.75476625841921
113750,-27.433333333333334,32.75476625841921
114250,-27.433333333333334,32.75476625841921
115900,-27.433333333333334,32.75476625841921
116250,-27.433333333333334,32.75476625841921
117200,-27.433333333333334,32.75476625841921
117350,-21.333333333333332,3.3562431103976897
117400,-21.333333333333332,3.3562431103976897
118100,-21.333333333333332,3.3562431103976897
118250,-21.333333333333332,3.3562431103976897
118400,-21.333333333333332,3.3562431103976897
118550,-21.333333333333332,3.3562431103976897
118750,-21.333333333333332,3.3562431103976897
118900,-21.333333333333332,3.3562431103976897
119200,-21.333333333333332,3.3562431103976897
119350,-21.333333333333332,3.3562431103976897
119700,-21.333333333333332,3.3562431103976897
119950,-21.333333333333332,3.3562431103976897
120050,-21.333333333333332,3.3562431103976897
120200,-21.333333333333332,3.3562431103976897
121000,-21.333333333333332,3.3562431103976897
121050,-21.333333333333332,3.3562431103976897
121200,-21.333333333333332,3.3562431103976897
121250,-21.333333333333332,3.3562431103976897
121350,-21.333333333333332,3.3562431103976897
121800,-21.333333333333332,3.3562431103976897
122050,-21.333333333333332,3.3562431103976897
122250,-21.333333333333332,3.3562431103976897
122700,-21.333333333333332,3.3562431103976897
122750,-21.333333333333332,3.3562431103976897
122850,-21.333333333333332,3.3562431103976897
122900,-21.333333333333332,3.3562431103976897
122950,-21.333333333333332,3.3562431103976897
123050,-21.333333333333332,3.3562431103976897
123550,-21.333333333333332,3.3562431103976897
123650,-21.333333333333332,3.3562431103976897
124000,-21.333333333333332,3.3562431103976897
124600,-21.333333333333332,3.3562431103976897
124650,-21.333333333333332,3.3562431103976897
124750,-21.333333333333332,3.3562431103976897
125450,-21.333333333333332,3.3562431103976897
125500,-21.333333333333332,3.3562431103976897
125750,-21.333333333333332,3.3562431103976897
126000,-21.333333333333332,3.3562431103976897
126700,-21.333333333333332,3.3562431103976897
126750,-21.333333333333332,3.3562431103976897
126800,-21.333333333333332,3.3562431103976897
127100,-21.333333333333332,3.3562431103976897
127150,-21.333333333333332,3.3562431103976897
127200,-21.333333333333332,3.3562431103976897
127250,-21.333333333333332,3.3562431103976897
127750,-21.333333333333332,3.3562431103976897
128200,-21.333333333333332,3.3562431103976897
128700,-21.333333333333332,3.3562431103976897
129200,-21.333333333333332,3.3562431103976897
129300,-21.333333333333332,3.3562431103976897
129400,-21.333333333333332,3.3562431103976897
129550,-21.333333333333332,3.3562431103976897
130350,-21.333333333333332,3.3562431103976897
130800,-21.333333333333332,3.3562431103976897
131000,-21.333333333333332,3.3562431103976897
131100,-21.333333333333332,3.3562431103976897
131250,-21.333333333333332,3.3562431103976897
132050,-21.333333333333332,3.3562431103976897
132250,-21.333333333333332,3.3562431103976897
132300,-21.333333333333332,3.3562431103976897
132800,-21.333333333333332,3.3562431103976897
132900,-21.333333333333332,3.3562431103976897
133350,-21.333333333333332,3.3562431103976897
133400,-21.333333333333332,3.3562431103976897
133450,-21.333333333333332,3.3562431103976897
133500,-21.333333333333332,3.3562431103976897
134150,-21.333333333333332,3.3562431103976897
134250,-21.333333333333332,3.3562431103976897
134600,-21.333333333333332,3.3562431103976897
134750,-21.333333333333332,3.3562431103976897
134850,-21.333333333333332,3.3562431103976897
135550,-21.333333333333332,3.3562431103976897
135600,-21.333333333333332,3.3562431103976897
136950,-21.333333333333332,3.3562431103976897
137000,-21.333333333333332,3.3562431103976897
137250,-21.333333333333332,3.3562431103976897
137350,-21.333333333333332,3.3562431103976897
137600,-21.333333333333332,3.3562431103976897
138250,-21.333333333333332,3.3562431103976897
139100,-21.333333333333332,3.3562431103976897
139200,-21.333333333333332,3.3562431103976897
139350,-21.333333333333332,3.3562431103976897
139550,-21.333333333333332,3.3562431103976897
139800,-21.333333333333332,3.3562431103976897
139950,-21.333333333333332,3.3562431103976897
140350,-21.333333333333332,3.3562431103976897
140400,-21.333333333333332,3.3562431103976897
141050,-21.333333333333332,3.3562431103976897
141100,-21.333333333333332,3.3562431103976897
141250,-21.333333333333332,3.3562431103976897
141700,-21.333333333333332,3.3562431103976897
142050,-21.333333333333332,3.3562431103976897
142100,-21.333333333333332,3.3562431103976897
142150,-21.333333333333332,3.3562431103976897
142400,-21.333333333333332,3.3562431103976897
142450,-21.333333333333332,3.3562431103976897
142850,-21.333333333333332,3.3562431103976897
143000,-21.333333333333332,3.3562431103976897
143400,-21.333333333333332,3.3562431103976897
143550,-21.333333333333332,3.3562431103976897
143800,-21.333333333333332,3.3562431103976897
143850,-21.333333333333332,3.3562431103976897
144300,-21.333333333333332,3.3562431103976897
145200,-21.333333333333332,3.3562431103976897
145400,-21.333333333333332,3.3562431103976897
145450,-21.333333333333332,3.3562431103976897
145600,-21.333333333333332,3.3562431103976897
145650,-21.333333333333332,3.3562431103976897
146250,-21.333333333333332,3.3562431103976897
146350,-21.333333333333332,3.3562431103976897
146400,-21.333333333333332,3.3562431103976897
146450,-21.333333333333332,3.3562431103976897
146750,-21.333333333333332,3.3562431103976897
146900,-21.333333333333332,3.3562431103976897
147150,-21.333333333333332,3.3562431103976897
147500,-21.333333333333332,3.3562431103976897
147600,-21.333333333333332,3.3562431103976897
147800,-21.333333333333332,3.3562431103976897
148150,-21.333333333333332,3.3562431103976897
148300,-21.333333333333332,3.3562431103976897
149350,-21.333333333333332,3.3562431103976897
149450,-21.333333333333332,3.3562431103976897
149800,-21.333333333333332,3.3562431103976897
150000,-21.333333333333332,3.3562431103976897
150500,-21.333333333333332,3.3562431103976897
150850,-21.333333333333332,3.3562431103976897
151250,-21.333333333333332,3.3562431103976897
152050,-21.333333333333332,3.3562431103976897
153150,-21.333333333333332,3.3562431103976897
154250,-21.333333333333332,3.3562431103976897
154850,-21.333333333333332,3.3562431103976897
155400,-21.333333333333332,3.3562431103976897
155500,-21.333333333333332,3.3562431103976897
156450,-21.333333333333332,3.3562431103976897
156500,-21.333333333333332,3.3562431103976897
156550,-21.333333333333332,3.3562431103976897
156600,-21.333333333333332,3.3562431103976897
157150,-21.333333333333332,3.3562431103976897
157300,-21.333333333333332,3.3562431103976897
157350,-21.333333333333332,3.3562431103976897
157500,-21.333333333333332,3.3562431103976897
157550,-21.333333333333332,3.3562431103976897
157800,-21.333333333333332,3.3562431103976897
157900,-21.333333333333332,3.3562431103976897
157950,-21.333333333333332,3.3562431103976897
158600,-21.333333333333332,3.3562431103976897
158650,-21.333333333333332,3.3562431103976897
158800,-21.333333333333332,3.3562431103976897
159150,-21.333333333333332,3.3562431103976897
159300,-21.333333333333332,3.3562431103976897
159450,-21.333333333333332,3.3562431103976897
159550,-21.333333333333332,3.3562431103976897
159800,-21.333333333333332,3.3562431103976897
159850,-21.333333333333332,3.3562431103976897
